campaign_id,brand_name,brand_category,region,platform,influencer_id,influencer_handle,influencer_category,influencer_tier,followers_start,posts_count,campaign_objective,impressions,avg_likes_per_post,avg_comments_per_post,avg_saves_shares_per_post,click_through_rate,landing_page_conv_rate,clicks,orders,new_customers,avg_order_value,revenue,influencer_fee,product_cost,other_campaign_costs,total_spend,cpm,cpc,cpa,roas,roi,campaign_success_label,curve_k,curve_alpha,curve_beta
CMP_00011,Brand_157,Food,US,Instagram,INF_4769,@creator_59726,Fitness,Micro,46992,5,Conversions,38437,158,35,10,0.0297,0.0223,6267,140,102,1256.89,176725.78,110820.42,26753.54,24636.55,162210.5,4220.17,25.88,1158.65,1.09,0.09,0,1.778,1.194,0.79
CMP_00012,Brand_531,Tech,India,Instagram,INF_2664,@creator_76617,Food,Nano,2681,2,Awareness,2145,0,0,27,0.0412,0.0455,175,8,5,3997.6,34287.59,29343.9,7733.88,7394.27,44472.06,20732.89,254.13,5559.01,0.77,-0.23,0,1.058,1.091,0.332
CMP_00013,Brand_875,Food,India,YouTube,INF_3849,@creator_50158,Fashion,Micro,25032,2,Traffic,19051,167,39,63,0.0265,0.0319,8936,285,177,1188.65,338848.83,140002.11,47241.66,24531.77,211775.53,11116.24,23.7,743.07,1.6,0.6,0,3.182,1.38,0.57
CMP_00014,Brand_972,Fashion,India,Instagram,INF_1825,@creator_99588,Food,Macro,191361,2,Traffic,165036,1918,464,697,0.0275,0.0392,12922,506,418,2148.39,1087542.61,677987.21,173244.46,165355.57,1016587.24,6159.79,78.67,2009.07,1.07,0.07,0,2.363,1.376,0.901
CMP_00015,Brand_314,Beauty,US,Instagram,INF_8186,@creator_57280,Fitness,Macro,208953,4,Awareness,403456,2272,588,875,0.003,0.0233,36268,845,618,1958.27,1655369.42,389334.83,132768.03,89441.53,611544.39,1515.76,16.86,723.72,2.71,1.71,0,4.158,1.082,0.646
CMP_00016,Brand_630,Fitness,India,Instagram,INF_8056,@creator_87052,Food,Nano,5774,5,Awareness,5811,19,0,13,0.0306,0.0336,2592,87,58,1060.27,92825.73,47140.12,20502.1,10106.42,77748.64,13379.56,30.0,893.66,1.19,0.19,0,2.401,1.298,0.637
CMP_00017,Brand_540,Fitness,India,Instagram,INF_7619,@creator_67799,Food,Micro,37279,5,Conversions,43453,288,52,37,0.0206,0.0173,12284,213,172,1642.59,350376.12,133829.59,52020.3,23477.72,209327.61,4817.33,17.04,982.76,1.67,0.67,0,2.291,1.065,0.947
CMP_00018,Brand_646,Beauty,India,Instagram,INF_9053,@creator_78866,Tech,Nano,9904,1,Conversions,2649,22,13,0,0.0065,0.0216,277,6,3,3043.73,19972.85,24165.1,5464.99,4242.34,33872.43,12786.88,122.28,5645.41,0.59,-0.41,0,1.129,1.148,0.588
CMP_00019,Brand_744,Fashion,US,YouTube,INF_3871,@creator_68141,Fashion,Micro,83018,2,Traffic,70093,309,95,137,0.0337,0.0198,3831,76,57,2112.5,161488.71,127478.76,35591.36,9908.69,172978.81,2467.85,45.15,2276.04,0.93,-0.07,0,1.147,1.097,0.31
CMP_00020,Brand_306,Tech,US,TikTok,INF_8245,@creator_48765,Fitness,Micro,57158,1,App Installs,22011,281,48,120,0.0233,0.0188,8523,160,97,2284.72,366743.26,146718.81,39677.77,34581.65,220978.23,10039.45,25.93,1381.11,1.66,0.66,0,3.208,1.246,0.914
CMP_00021,Brand_304,Fintech,EU,YouTube,INF_7881,@creator_16949,Food,Nano,1368,2,Traffic,1276,0,3,0,0.0151,0.05,2239,112,83,1483.65,166572.55,44282.16,16618.81,4130.91,65031.88,50965.42,29.05,580.64,2.56,1.56,0,4.706,1.222,0.481
CMP_00022,Brand_220,Fitness,India,Instagram,INF_7238,@creator_16090,Family,Nano,1345,4,Awareness,1699,0,0,14,0.0147,0.0181,883,16,13,1521.07,24607.28,18915.6,3800.85,3647.43,26363.89,15517.3,29.86,1647.74,0.93,-0.07,0,1.825,1.177,0.652
CMP_00023,Brand_124,Gaming,SEA,YouTube,INF_2276,@creator_97731,Fashion,Macro,115100,2,Conversions,39552,418,110,161,0.0164,0.0435,14864,647,454,1603.34,1037897.22,358931.99,143047.68,44705.15,546684.82,13821.93,36.78,844.95,1.9,0.9,0,3.256,1.344,0.362
CMP_00024,Brand_217,Fitness,US,YouTube,INF_8943,@creator_87735,Tech,Micro,38388,1,Traffic,17845,26,6,43,0.003,0.0297,9131,271,163,1572.6,427193.84,171677.4,41403.77,29912.2,242993.37,13616.89,26.61,896.65,1.76,0.76,0,2.951,1.348,0.362
CMP_00025,Brand_884,Gaming,EU,Instagram,INF_7316,@creator_16469,Fitness,Macro,522946,2,Awareness,245620,2593,685,1005,0.0264,0.0051,73071,371,298,1880.13,698395.3,284098.56,84270.43,23574.71,391943.7,1595.73,5.36,1056.45,1.78,0.78,0,2.346,1.097,0.344
CMP_00026,Brand_899,D2C,US,Instagram,INF_2604,@creator_22219,Beauty,Micro,22328,4,Traffic,42356,106,47,73,0.0276,0.0396,4523,179,145,4025.62,724246.88,166667.58,38480.97,37938.41,243086.97,5739.14,53.74,1358.03,2.98,1.98,0,4.631,1.161,0.712
CMP_00027,Brand_697,Fintech,US,Instagram,INF_2248,@creator_21246,Beauty,Micro,37799,2,Traffic,14432,196,41,70,0.0113,0.024,37050,889,542,1071.96,953609.44,184396.04,52641.52,46883.5,283921.06,19673.02,7.66,319.37,3.36,2.36,1,4.154,1.103,0.518
CMP_00028,Brand_240,Tech,SEA,YouTube,INF_7371,@creator_81895,Family,Nano,6626,4,Awareness,6102,33,13,25,0.0339,0.0451,908,41,26,2455.53,102883.25,34185.17,8890.54,4059.98,47135.69,7724.63,51.91,1149.65,2.18,1.18,0,4.634,1.254,0.581
CMP_00029,Brand_902,Fashion,US,Instagram,INF_8147,@creator_47219,Food,Nano,7449,4,Conversions,5188,84,1,0,0.016,0.0236,2801,66,51,1995.67,132598.01,46816.29,11400.7,5908.63,64125.63,12360.38,22.89,971.6,2.07,1.07,0,3.432,1.183,0.821
CMP_00030,Brand_314,Beauty,SEA,Instagram,INF_9609,@creator_46368,Fitness,Macro,292213,3,Awareness,308726,1916,485,698,0.0109,0.0192,25377,487,337,1771.55,864000.43,315575.81,132467.18,53348.24,501391.22,1624.07,19.76,1029.55,1.72,0.72,0,3.229,1.351,0.675
CMP_00031,Brand_858,Gaming,SEA,Instagram,INF_9477,@creator_82847,Travel,Nano,1551,3,Awareness,1551,84,0,0,0.0082,0.0331,423,14,8,2135.78,31698.33,23877.95,8941.53,3276.95,36096.43,23273.01,85.33,2578.32,0.88,-0.12,0,2.083,1.275,0.586
CMP_00032,Brand_914,D2C,EU,Instagram,INF_4300,@creator_82258,Family,Nano,1270,3,Conversions,895,0,8,10,0.0164,0.0474,211,10,8,3911.75,41872.95,38514.37,9531.27,11082.72,59128.36,66065.21,280.23,5912.84,0.71,-0.29,0,1.052,1.08,0.446
CMP_00033,Brand_826,Fitness,India,YouTube,INF_2555,@creator_24596,Food,Nano,3893,5,Traffic,4925,86,10,0,0.0166,0.0502,338,17,11,1673.79,29371.2,13956.05,4447.39,3095.95,21499.39,4365.36,63.61,1264.67,1.37,0.37,0,2.032,1.099,0.884
CMP_00034,Brand_792,Fintech,MENA,YouTube,INF_8184,@creator_32180,Tech,Nano,3771,1,Traffic,750,22,0,0,0.0109,0.0427,1101,47,30,1440.8,67776.8,40523.71,12447.18,10189.05,63159.95,84213.26,57.37,1343.83,1.07,0.07,0,2.618,1.32,0.595
CMP_00035,Brand_715,Fashion,India,YouTube,INF_9378,@creator_21046,Food,Macro,273648,3,Conversions,161931,776,178,290,0.0077,0.0322,54104,1741,1412,1075.55,1873155.56,683945.75,258761.61,65080.71,1007788.07,6223.56,18.63,578.86,1.86,0.86,0,3.493,1.216,0.541
CMP_00036,Brand_588,D2C,India,Instagram,INF_4549,@creator_30581,Fitness,Nano,1005,2,Awareness,978,0,10,25,0.0113,0.0307,1727,53,42,3087.56,166694.01,58247.75,17651.49,12697.19,88596.44,90589.41,51.3,1671.63,1.88,0.88,0,3.896,1.273,0.986
CMP_00037,Brand_282,D2C,India,TikTok,INF_8124,@creator_29541,Fashion,Micro,99851,2,Awareness,43417,671,173,243,0.0266,0.0419,2220,93,70,2459.9,230577.78,63625.9,18827.96,13505.62,95959.49,2210.18,43.22,1031.82,2.4,1.4,0,3.601,1.178,0.692
CMP_00038,Brand_241,D2C,India,Instagram,INF_8564,@creator_37345,Beauty,Micro,61762,1,Conversions,9791,118,23,54,0.0148,0.0511,3421,175,110,3134.93,549324.87,134633.15,50983.38,36671.48,222288.0,22703.3,64.98,1270.22,2.47,1.47,0,4.073,1.196,0.595
CMP_00039,Brand_620,Fashion,India,Instagram,INF_9173,@creator_45400,Beauty,Nano,1101,1,Awareness,391,45,9,6,0.0185,0.0201,696,14,9,3455.35,50859.47,45402.12,18700.73,4781.9,68884.75,176175.84,98.97,4920.34,0.74,-0.26,0,1.188,1.184,0.326
CMP_00040,Brand_427,Fashion,US,TikTok,INF_8312,@creator_34578,Fashion,Nano,3275,3,Awareness,3512,0,0,16,0.0164,0.0388,748,29,20,1861.36,55292.28,21598.8,8084.95,4979.85,34663.61,9870.05,46.34,1195.3,1.6,0.6,0,4.238,1.279,0.686
CMP_00041,Brand_290,Gaming,US,YouTube,INF_9987,@creator_95956,Travel,Nano,1660,5,Conversions,2965,0,0,21,0.0268,0.0577,554,32,25,1928.72,61881.88,27942.97,9347.1,5358.87,42648.93,14384.13,76.98,1332.78,1.45,0.45,0,4.402,1.354,0.796
CMP_00042,Brand_685,Food,India,YouTube,INF_6150,@creator_57638,Fitness,Macro,744463,2,Awareness,307114,2690,687,1032,0.0177,0.0301,13942,419,347,1609.58,674693.87,362363.05,148393.14,72520.17,583276.36,1899.22,41.84,1392.07,1.16,0.16,0,2.039,1.272,0.678
CMP_00043,Brand_669,Fashion,India,Instagram,INF_1277,@creator_23507,Travel,Micro,85512,4,Conversions,136087,609,158,222,0.032,0.0072,53410,382,317,871.81,333055.13,69736.64,26541.44,17592.21,113870.28,836.75,2.13,298.09,2.92,1.92,0,3.999,1.096,0.831
CMP_00044,Brand_370,Fashion,India,Instagram,INF_1038,@creator_78878,Travel,Mega,1985582,5,Conversions,2438700,14197,3539,5297,0.0385,0.0139,125459,1750,1243,2316.48,4056070.74,1175566.89,532804.01,199984.21,1908355.11,782.53,15.21,1090.49,2.13,1.13,0,4.576,1.13,0.449
CMP_00045,Brand_816,Fitness,MENA,Instagram,INF_9711,@creator_84318,Travel,Nano,7389,3,Conversions,4343,102,21,23,0.0097,0.0293,1914,56,38,1173.69,66060.48,20278.83,5118.76,2203.06,27600.64,6355.2,14.42,492.87,2.39,1.39,0,2.966,1.072,0.707
CMP_00046,Brand_202,Tech,India,Instagram,INF_9357,@creator_36143,Family,Nano,3019,3,Conversions,1484,35,0,3,0.02,0.0126,2059,26,16,2431.09,65391.97,42274.26,12098.93,2938.14,57311.33,38619.49,27.83,2204.28,1.14,0.14,0,2.306,1.231,0.362
CMP_00047,Brand_623,D2C,India,Instagram,INF_9619,@creator_72768,Fashion,Micro,66288,3,Awareness,72746,569,116,214,0.0327,0.0384,5730,220,171,2131.76,469666.05,149617.81,49844.86,28543.98,228006.65,3134.28,39.79,1036.39,2.06,1.06,0,3.39,1.324,0.637
CMP_00048,Brand_631,Tech,US,Instagram,INF_2927,@creator_38380,Travel,Nano,2952,5,Conversions,5929,47,13,21,0.0261,0.0147,886,13,9,1778.72,24734.15,14748.31,3687.17,2905.07,21340.55,3599.35,24.09,1641.58,1.16,0.16,0,4.473,1.305,0.82
CMP_00049,Brand_652,Fashion,SEA,Instagram,INF_6631,@creator_87539,Travel,Micro,27454,2,Traffic,27302,395,75,99,0.0133,0.005,30800,154,95,2802.86,433764.75,170797.77,67352.29,29241.37,267391.43,9793.84,8.68,1736.31,1.62,0.62,0,3.407,1.271,0.561
CMP_00050,Brand_655,Food,US,Instagram,INF_9321,@creator_79350,Food,Micro,37967,1,Awareness,15973,211,22,52,0.003,0.0338,8635,292,249,2538.37,742015.91,180021.65,39285.69,37404.32,256711.65,16071.6,29.73,879.15,2.89,1.89,0,3.827,1.108,0.417
CMP_00051,Brand_474,D2C,SEA,Instagram,INF_1968,@creator_57614,Fashion,Nano,1293,5,Conversions,1685,4,0,3,0.0214,0.0368,3588,132,87,1668.08,220855.51,49800.14,14639.84,8888.8,73328.78,43518.57,20.44,555.52,3.01,2.01,1,3.667,1.099,0.321
CMP_00052,Brand_880,Tech,India,Instagram,INF_2198,@creator_58320,Travel,Micro,27781,2,Awareness,23279,257,64,88,0.0218,0.0413,6468,267,239,2181.34,582531.08,219654.87,66982.43,39196.81,325834.12,13996.91,50.38,1220.35,1.79,0.79,0,2.394,1.106,0.723
CMP_00053,Brand_876,Tech,India,YouTube,INF_2667,@creator_14114,Tech,Nano,4472,2,Conversions,3901,89,6,0,0.0072,0.0053,6362,34,26,3307.85,112609.11,41833.8,11712.2,5285.87,58831.87,15081.23,9.25,1730.35,1.91,0.91,0,2.493,1.13,0.351
CMP_00054,Brand_886,Fashion,MENA,Instagram,INF_2177,@creator_14760,Travel,Macro,820798,4,Awareness,1040257,1817,462,634,0.0285,0.0447,4676,209,155,2114.36,443348.76,508274.27,123779.32,122672.14,754725.73,725.52,161.4,3611.13,0.59,-0.41,0,1.285,1.384,0.758
CMP_00055,Brand_658,Tech,US,Instagram,INF_7894,@creator_23467,Travel,Micro,46783,3,Traffic,40696,274,64,113,0.0233,0.0359,2755,99,75,3421.87,339520.54,79487.86,31199.24,9381.46,120068.57,2950.38,43.58,1212.81,2.83,1.83,0,4.671,1.199,0.361
CMP_00056,Brand_761,D2C,US,TikTok,INF_5616,@creator_91929,Fashion,Micro,39222,2,Awareness,27049,420,93,131,0.0269,0.0369,4096,151,114,3374.62,511729.41,173496.23,57686.92,16499.11,247682.26,9156.8,60.47,1640.28,2.07,1.07,0,2.696,1.104,0.465
CMP_00057,Brand_741,D2C,India,Instagram,INF_2100,@creator_67784,Beauty,Nano,4344,1,App Installs,1266,0,23,0,0.0257,0.0544,238,13,9,2341.97,31850.66,22448.75,4269.41,6711.42,33429.57,26405.67,140.46,2571.51,0.95,-0.05,0,1.767,1.163,0.459
CMP_00058,Brand_726,Food,India,YouTube,INF_9258,@creator_55113,Fashion,Micro,75871,3,Awareness,63055,211,59,91,0.0287,0.005,15800,79,50,1250.35,99231.49,78859.99,22592.25,16245.66,117697.9,1866.59,7.45,1489.85,0.84,-0.16,0,1.682,1.193,0.596
CMP_00059,Brand_415,Tech,EU,Instagram,INF_1148,@creator_23395,Tech,Macro,175249,2,Conversions,114750,1334,318,473,0.0084,0.0069,40823,283,218,2075.59,587569.64,351389.07,109539.98,94269.66,555198.72,4838.33,13.6,1961.83,1.06,0.06,0,2.119,1.38,0.911
CMP_00060,Brand_480,Fashion,US,TikTok,INF_2826,@creator_86957,Travel,Nano,3465,2,Conversions,1778,60,5,0,0.0254,0.0165,786,13,10,2259.89,29497.26,32413.93,9302.57,7067.68,48784.19,27437.67,62.07,3752.63,0.6,-0.4,0,1.53,1.352,0.946
CMP_00061,Brand_198,Fitness,India,Instagram,INF_3964,@creator_27347,Other,Nano,2330,1,Awareness,1113,0,2,21,0.0205,0.0265,602,16,11,1941.05,31571.78,28370.34,8917.44,3299.4,40587.18,36466.47,67.42,2536.7,0.78,-0.22,0,1.847,1.22,0.828
CMP_00062,Brand_841,Food,India,Instagram,INF_9800,@creator_56851,Food,Nano,4922,1,Awareness,1867,2,11,25,0.0157,0.0499,821,41,29,1305.29,53857.26,39744.04,12151.11,7242.36,59137.52,31675.16,72.03,1442.38,0.91,-0.09,0,1.708,1.185,0.975
CMP_00063,Brand_291,Fashion,EU,Instagram,INF_7356,@creator_69353,Travel,Nano,4158,2,Traffic,2021,0,4,51,0.0131,0.0231,864,20,12,2406.67,49920.39,21357.65,4108.75,4082.81,29549.21,14621.08,34.2,1477.46,1.69,0.69,0,4.243,1.265,0.902
CMP_00064,Brand_116,Beauty,MENA,YouTube,INF_8177,@creator_30281,Beauty,Macro,119238,4,Conversions,136037,470,86,146,0.0188,0.0446,4233,189,119,2960.3,561669.48,570032.4,273164.48,106906.27,950103.15,6984.15,224.45,5027.0,0.59,-0.41,0,1.191,1.063,0.822
CMP_00065,Brand_387,Tech,India,TikTok,INF_6330,@creator_74027,Food,Micro,98081,3,Awareness,122855,1249,331,466,0.0058,0.0525,1428,75,61,3939.42,298833.45,78191.48,27931.34,20816.13,126938.95,1033.24,88.89,1692.52,2.35,1.35,0,3.576,1.236,0.329
CMP_00066,Brand_835,Fashion,India,YouTube,INF_6784,@creator_80119,Family,Nano,8473,3,Traffic,6248,0,5,15,0.0168,0.03,801,24,15,3779.3,93499.06,58409.12,12996.41,14468.45,85873.98,13744.23,107.21,3578.08,1.09,0.09,0,2.034,1.24,0.745
CMP_00067,Brand_614,Fintech,EU,Instagram,INF_4537,@creator_23057,Travel,Nano,3463,5,Conversions,4672,7,17,0,0.0266,0.0515,640,33,27,1623.51,54005.96,16612.45,3129.79,3599.57,23341.82,4996.11,36.47,707.33,2.31,1.31,0,4.509,1.202,0.413
CMP_00068,Brand_504,Gaming,India,TikTok,INF_4081,@creator_44196,Beauty,Macro,454527,3,Awareness,469043,6592,1641,2461,0.0155,0.0177,153378,2714,2194,619.6,1681795.8,730254.6,158667.16,107164.11,996085.87,2123.66,6.49,367.02,1.69,0.69,0,3.888,1.36,0.715
CMP_00069,Brand_839,Fintech,India,Instagram,INF_3563,@creator_46060,Family,Macro,123876,3,Awareness,128669,1486,362,539,0.0138,0.0424,9453,401,293,2238.77,899674.87,613968.07,101277.72,51583.8,766829.59,5959.71,81.12,1912.29,1.17,0.17,0,2.337,1.325,0.795
CMP_00070,Brand_662,Beauty,US,Instagram,INF_9667,@creator_37386,Fitness,Nano,1661,3,Conversions,1859,0,0,2,0.0285,0.0431,510,22,19,3087.91,68557.22,49337.24,16413.47,15168.62,80919.32,43528.42,158.67,3678.15,0.85,-0.15,0,1.661,1.295,0.71
CMP_00071,Brand_947,Fashion,SEA,TikTok,INF_7052,@creator_52963,Other,Nano,2381,1,Traffic,883,42,7,12,0.0154,0.0248,1652,41,34,1737.12,71700.22,34464.29,8540.55,2284.83,45289.67,51290.68,27.42,1104.63,1.58,0.58,0,2.131,1.066,0.325
CMP_00072,Brand_956,D2C,US,Instagram,INF_6347,@creator_69063,Travel,Macro,116242,3,Awareness,94703,94,15,20,0.027,0.0315,25245,794,586,1414.73,1124424.33,230139.84,51170.86,53726.04,335036.74,3537.76,13.27,421.96,3.36,2.36,1,4.925,1.14,0.758
CMP_00073,Brand_670,Food,India,TikTok,INF_7633,@creator_25352,Food,Nano,1416,1,Traffic,563,21,0,6,0.0093,0.005,6400,32,24,1536.89,49730.42,23631.95,8085.4,4502.55,36219.9,64333.75,5.66,1131.87,1.37,0.37,0,2.849,1.194,0.756
CMP_00074,Brand_878,Gaming,EU,Instagram,INF_6774,@creator_82055,Travel,Micro,21866,5,Conversions,52623,134,57,70,0.0383,0.0603,2687,162,118,1397.36,227275.42,67350.35,15760.26,10938.41,94049.02,1787.22,35.0,580.55,2.42,1.42,0,4.193,1.18,0.616
CMP_00075,Brand_465,Fashion,India,Instagram,INF_8239,@creator_16710,Travel,Nano,5721,1,Awareness,1174,66,15,22,0.0283,0.0236,1314,31,22,2838.88,88182.6,48739.76,22065.48,5288.11,76093.35,64815.46,57.91,2454.62,1.16,0.16,0,1.808,1.114,0.926
CMP_00076,Brand_476,Gaming,India,Instagram,INF_9766,@creator_41852,Beauty,Micro,20876,5,Conversions,47876,131,15,36,0.0203,0.026,10386,270,219,2158.8,583673.45,145819.43,54505.88,12136.28,212461.59,4437.75,20.46,786.89,2.75,1.75,0,3.926,1.116,0.901
CMP_00077,Brand_146,D2C,EU,Instagram,INF_1587,@creator_22763,Tech,Nano,1796,2,Awareness,1677,94,0,16,0.0086,0.0602,863,52,31,1959.63,102155.39,40845.87,14272.8,9646.39,64765.05,38619.59,75.05,1245.48,1.58,0.58,0,2.016,1.061,0.818
CMP_00078,Brand_641,Beauty,EU,Instagram,INF_7659,@creator_97960,Other,Mega,1124073,5,Awareness,2688820,15114,3798,5702,0.0263,0.0466,6109,285,203,3380.48,965301.62,1188235.61,356036.96,203857.38,1748129.95,650.15,286.16,6133.79,0.55,-0.45,0,1.444,1.206,0.622
CMP_00079,Brand_838,Fitness,US,YouTube,INF_2750,@creator_63909,Fashion,Nano,5494,1,Awareness,2371,46,0,33,0.0146,0.0421,997,42,32,1351.87,58119.87,45048.52,17421.0,9487.43,71956.95,30348.78,72.17,1713.26,0.81,-0.19,0,1.386,1.135,0.309
CMP_00080,Brand_919,Fintech,EU,Instagram,INF_8804,@creator_99709,Other,Nano,7996,1,App Installs,3545,199,16,0,0.0285,0.0197,1925,38,26,1445.03,54982.62,39808.72,8185.25,4517.12,52511.09,14812.72,27.28,1381.87,1.05,0.05,0,2.953,1.308,0.668
CMP_00081,Brand_390,Gaming,MENA,Instagram,INF_2846,@creator_27862,Fitness,Micro,61489,4,Awareness,93039,297,105,167,0.0204,0.0554,16237,900,592,500.0,450152.54,134815.7,33118.23,22889.31,190823.24,2051.0,11.75,212.03,2.36,1.36,0,2.89,1.066,0.398
CMP_00082,Brand_267,Food,India,Instagram,INF_5976,@creator_68557,Tech,Micro,10127,3,Conversions,9220,0,8,0,0.0142,0.0428,3527,151,98,1456.39,220000.59,183647.03,71754.37,35417.15,290818.55,31542.14,82.45,1925.95,0.76,-0.24,0,1.119,1.286,0.331
CMP_00083,Brand_301,Food,SEA,Instagram,INF_4311,@creator_32432,Travel,Micro,18120,5,Conversions,14876,105,15,41,0.0308,0.0389,7329,285,226,2252.91,643488.9,139639.04,49506.85,29902.57,219048.46,14724.96,29.89,768.59,2.94,1.94,0,4.601,1.191,0.525
CMP_00084,Brand_710,Fitness,US,Instagram,INF_8544,@creator_56619,Beauty,Micro,13768,3,Conversions,8250,19,13,16,0.0187,0.005,23600,118,86,1922.8,228387.83,126001.04,25790.34,27693.7,179485.08,21755.77,7.61,1521.06,1.27,0.27,0,2.373,1.305,0.757
CMP_00085,Brand_578,Beauty,India,Instagram,INF_2823,@creator_27858,Fashion,Macro,279524,3,Conversions,219373,1424,327,542,0.0359,0.0417,4988,208,146,3616.55,752409.76,527701.45,104281.4,89587.74,721570.6,3289.24,144.66,3469.09,1.04,0.04,0,1.57,1.362,0.542
CMP_00086,Brand_885,Fitness,India,YouTube,INF_4699,@creator_27438,Fashion,Micro,40344,4,Awareness,31875,117,23,33,0.0185,0.041,5238,215,157,500.0,107860.23,110658.13,21611.29,20570.12,152839.54,4794.97,29.18,710.88,0.71,-0.29,0,1.52,1.342,0.559
CMP_00087,Brand_210,Beauty,India,YouTube,INF_4807,@creator_52261,Beauty,Micro,14176,4,App Installs,11846,0,24,17,0.0306,0.023,6699,154,138,1553.59,240632.57,149951.68,47548.05,35776.94,233276.66,19692.44,34.82,1514.78,1.03,0.03,0,1.94,1.341,0.681
CMP_00088,Brand_681,Food,US,YouTube,INF_7905,@creator_94754,Other,Mega,4123952,5,Conversions,8223359,20401,5117,7683,0.0141,0.005,356800,1784,1474,1514.44,2702597.63,806081.46,225806.46,63117.24,1095005.16,133.16,3.07,613.79,2.47,1.47,0,3.723,1.213,0.324
CMP_00089,Brand_936,Fashion,US,Instagram,INF_5494,@creator_61098,Family,Micro,36535,3,Conversions,50753,481,108,161,0.0352,0.0554,1713,95,64,1636.25,156837.44,179003.89,77035.27,15169.12,271208.28,5343.69,158.32,2854.82,0.58,-0.42,0,1.013,1.274,0.509
CMP_00090,Brand_240,Fintech,India,Instagram,INF_4420,@creator_15845,Tech,Micro,57889,3,Conversions,65223,847,200,329,0.0221,0.0559,8427,471,292,780.22,368244.52,203156.05,35669.68,50705.01,289530.74,4439.09,34.36,614.71,1.27,0.27,0,1.359,1.051,0.331
CMP_00091,Brand_314,Tech,SEA,YouTube,INF_4175,@creator_87064,Fitness,Macro,766344,2,Awareness,265313,465,128,199,0.003,0.0332,5120,170,116,1889.25,323012.03,247706.59,91600.81,55215.62,394523.02,1487.01,77.06,2320.72,0.82,-0.18,0,1.201,1.076,0.582
